Категория;Артикул фабрики;Название фабрики;Страна происхождения;Серия;Наименование;Цена;Остатки;Стиль;Кол-во ламп_1;Макс.мощность_1;Тип цоколя_1;Напряжение_1;Кол-во ламп_2;Макс.мощность_2;Тип цоколя_2;Напряжение_2;Кол-во ламп_3;Макс.мощность_3;Тип цоколя_3;Напряжение_3;Количество лампочек (цоколей)_вычисляемое;Общая мощность_вычисляемая;Максимальная мощность 1-ой лампочки_собираемая;Тип цоколя_собираемый;Напряжение_собираемое;Наличие лампочек в комплекте;Степень пыле-влагозащиты (IP);Класс защиты от эл. тока;Вес брутто(кг);Объем (м3);Длина (см);Ширина (см);Диаметр (см);Выступ (см);Высота (см);МАКС высота (см);МИН высота (см);Глубина врезного отверстия;Размер врезного отверстия;Диаметр абажура (см);Дополнительные функции;Цвет каркаса;Цвет плафона/абажура;Материал каркаса;Материал плафона/абажура;Тип хрусталя;Хрусталь;Кованый;Флористика;Детский;Светодиодный;Точечный;Подсветка предметов;На солнечных батареях;Примечание;Поставщик;Внутренний код;Сортировка
Светильники>>Настенно-потолочные;89325;Eglo;Австрия;Tosca;Настенно-потолочный светильник Eglo Tosca 89325;6671;2;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;38;38;;;19;;;;;;;коричневый;белый;металл;текстиль;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89328;Eglo;Австрия;Sevo;Настенно-потолочный светильник Eglo Sevo 89328;2744;0;Современный;2;40;G9;230;;;;;;;;;2;80;40 Вт;G9;230;да;IP20;I;;;28;11;;;;;;;;;;алюминий, хром;;металл;металл;;;;;;;да;да;;;Eglo;;310
Светильники>>Настенно-потолочные;89332;Eglo;Австрия;Sevo;Настенно-потолочный светильник Eglo Sevo 89332;7130;2;Современный;4;40;G9;230;;;;;;;;;4;160;40 Вт;G9;230;да;IP20;I;;;106;12;;;;;;;;;;алюминий, хром;;металл;металл;;;;;;;да;да;;;Eglo;;310
Светильники>>Встраиваемые;89337;Eglo;Австрия;Poli;Встраиваемый светильник Eglo Poli 89337;1160;120;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;IP20;II;;;;;10;7,5;10;;;0,6;8;;;никель;;металл;металл;;;;;;;да;;;;Eglo;;310
Светильники>>Встраиваемые;89342;Eglo;Австрия;Poli;Встраиваемый светильник Eglo Poli 89342;1162;132;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;IP20;II;;;;;12,5;5;9;;;0,6;8;;;никель;;металл;металл;;;;;;;да;;;;Eglo;;310
Светильники>>Встраиваемые;89343;Eglo;Австрия;Poli;Встраиваемый светильник Eglo Poli 89343;1214;1;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;IP20;II;;;;;12,5;5;9;;;0,6;8;;;белый;белый;металл;металл;;;;;;;да;;;;Eglo;;310
Настольные лампы;89421;Eglo;Австрия;Yaso;Настольная лампа Eglo Yaso 89421;3776;10;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;II;;;28;18;;;56;;;;;;выключатель на проводе;коричневый, желтый;коричневый;металл, стекло;текстиль;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89442;Eglo;Австрия;Saturnia;Подвесной светильник Eglo Saturnia 89442;10581;0;Современный;3;60;E27;230;;;;;;;;;3;180;60 Вт;E27;230;;IP20;I;;;;;51;;130;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Потолочные;89493;Eglo;Австрия;Pyton;Потолочный светильник Eglo Pyton 89493 с хрустальными подвесками;13250;12;Современный;9;40;G9;230;;;;;;;;;9;360;40 Вт;G9;230;да;IP20;I;;;58;58;;;16;;;;;;;хром;неокрашенный;металл;хрусталь;;да;;;;;;;;;Eglo;;310
Люстры>>Потолочные;89527;Eglo;Австрия;Luxy 1;Потолочная люстра Eglo Luxy 1 89527 с хрустальными подвесками;4627;0;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;IP20;II;;;;;19;;48;;;;;;;хром;неокрашенный;металл;хрусталь;;да;;;;;;;;;Eglo;;310
Уличные фонари;89565;Eglo;Австрия;Ferroterra;Уличный наземный светильник Eglo Ferroterra 89565;10190;10;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP54;I;;;;;45,2;;45;;;;;;;черный, серебряный;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;89598;Eglo;Австрия;Calvi;Настенный светильник Eglo Calvi 89598;1480;2;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;IP20;I;;;14;6;;;;;;;;;;алюминий, хром;;металл;металл;;;;;;;да;да;;;Eglo;;310
Светильники>>Для кухни;89607;Eglo;Австрия;Kob 1;Светильник для кухни Eglo Kob 1 89607;4589;2;Современный;1;7;2GX53;230;;;;;;;;;1;7;7 Вт;2GX53;230;да;IP20;II;;;15;15;;6,2;;;;;;;;никель;неокрашенный;металл;стекло;;;;;;;да;;;3 шт. в комплекте;Eglo;;310
Светильники>>Для кухни;89609;Eglo;Австрия;Kob 1;Светильник для кухни Eglo Kob 1 89609;3645;39;Современный;1;7;2GX53;230;;;;;;;;;1;7;7 Вт;2GX53;230;да;IP20;II;;;17;9,5;;6,2;;;;;;;;никель;неокрашенный;металл;стекло;;;;;;;да;;;3 шт. в комплекте;Eglo;;310
Настольные лампы;89638;Eglo;Австрия;Tubola;Настольная лампа Eglo Tubola 89638;2846;14;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;II;;;;;15;;28;;;;;;сенсорный выключатель;хром;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;89639;Eglo;Австрия;Tubola;Настольная лампа Eglo Tubola 89639;2155;0;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP20;II;;;;;15;;28;;;;;;сенсорный выключатель;черный, золотой;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Для кухни;89666;Eglo;Австрия;Kob;Светильник для кухни Eglo Kob 89666;3487;2;Современный;3;7;2GX53;230;;;;;;;;;3;21;7 Вт;2GX53;230;да;IP20;II;;;60;9,5;;;3,2;;;;;;;хром;белый;металл;стекло;;;;;;;да;;;;Eglo;;310
Светильники>>Для кухни;89668;Eglo;Австрия;Kob;Светильник для кухни Eglo Kob 89668;3409;0;Современный;3;7;2GX53;230;;;;;;;;;3;21;7 Вт;2GX53;230;да;IP20;II;;;60;9,5;;;3,2;;;;;;;никель;белый;металл;стекло;;;;;;;да;;;;Eglo;;310
Светильники>>Для кухни;89715;Eglo;Австрия;Tricala 2;Светильник для кухни Eglo Tricala 2 89715;3982;65;Современный;1;11;G23;230;;;;;;;;;1;11;11 Вт;G23;230;да;IP20;I;;;13,5;;;5,5;42,5;;;;;;;алюминий;алюминий;металл;стекло;;;;;;;да;;;;Eglo;;310
Светильники>>Подвесные;89733;Eglo;Австрия;Cremona;Подвесной светильник Eglo Cremona 89733;4040;1;Классика;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;I;;;;;38;;110;;;;;;;золотой, коричневый;бежевый, золотой;металл;текстиль;;;;;;;да;;;;Eglo;;310
Светильники>>Подвесные;89734;Eglo;Австрия;Cremona;Подвесной светильник Eglo Cremona 89734;7449;2;Классика;2;100;E27;230;;;;;;;;;2;200;100 Вт;E27;230;;IP20;I;;;98;38;;;110;;;;;;;золотой, коричневый;бежевый, золотой;металл;текстиль;;;;;;;да;;;;Eglo;;310
Бра настенные;89735;Eglo;Австрия;Cremona;Бра Eglo Cremona 89735;2586;2;Классика;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;25;;;25,5;45;;;;;;;золотой, коричневый;бежевый, золотой;металл;текстиль;;;;;;;;;;;Eglo;;310
Настольные лампы;89736;Eglo;Австрия;Cremona;Настольная лампа Eglo Cremona 89736;3360;0;Классика;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;25;;49,5;;;;;;выключатель на проводе;золотой, коричневый;бежевый, золотой;металл;текстиль;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;89758;Eglo;Австрия;Raya;Настенно-потолочный светильник Eglo Raya 89758;1520;0;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;31,5;10;;;;;;;;серебряный;белый, серебряный;металл;стекло;;;;;;;да;;;;Eglo;;310
Торшеры напольные;89781;Eglo;Австрия;Baya 2;Торшер Eglo Baya 2 89781;5602;16;Современный;2;18;E27;230;1;7;E14;230;;;;;3;43;2х18 Вт, 1х7 Вт;2xE27, 1xE14;230;да;IP20;I;;;;44;;;180;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Торшеры напольные;89785;Eglo;Австрия;Baya 2;Торшер Eglo Baya 2 89785;5521;0;Современный;2;18;E27;230;1;7;E14;230;;;;;3;43;2х18 Вт, 1х7 Вт;2xE27, 1xE14;230;да;IP20;I;;;;44;;;180;;;;;;;коричневый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Люстры>>Потолочные;89902;Eglo;Австрия;Samanta 1;Потолочная люстра Eglo Samanta 1 89902;6884;0;Современный;6;9;E14;230;;;;;;;;;6;54;9 Вт;E14;230;да;IP20;I;;;;;70;;6,2;;;;;;;никель;белый полосатый;металл;стекло;;;;;;;;да;;;Eglo;;310
Светильники>>Для кухни;89959;Eglo;Австрия;Lika;Светильник для кухни Eglo Lika 89959;2293;0;Современный;1;13;G5;230;;;;;;;;;1;13;13 Вт;G5;230;да;IP20;I;;;60;8,5;;4;;;;;;;;серебряный;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;89969;Eglo;Австрия;Diadema;Настольная лампа Eglo Diadema 89969;8050;0;Классика;3;40;E14;230;;;;;;;;;3;120;40 Вт;E14;230;;IP20;II;;;;;38;;76;;;;;;выключатель на проводе;хром;прозрачный, черный;металл;текстиль, хрусталь;;;;;;;;;;;Eglo;;310
Светильники>>Потолочные;89979;Eglo;Австрия;Beluga;Потолочный светильник Eglo Beluga 89979;3050;0;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;;;36;;14;;;;;;;коричневый;желтый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;89996;Eglo;Австрия;Topo 1;Подвесной светильник Eglo Topo 1 89996;7028;0;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;;;40;;110;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;90008;Eglo;Австрия;Milagro;Подвесной светильник Eglo Milagro 90008;2944;0;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;II;;;;;25;;110;;;;;;;серебряный, хром;белый полосатый;металл;стекло;;;;;;;;;;;Eglo;;310
Люстры>>Потолочные;90023;Eglo;Австрия;Lavida 1;Потолочная люстра Eglo Lavida 1 90023;10192;0;Современный;6;9;G9;230;;;;;;;;;6;54;9 Вт;G9;230;да;IP20;I;;;91,5;44,5;;13;;;;;;;;никель;белый полосатый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;90033;Eglo;Австрия;Chipsy;Подвесной светильник Eglo Chipsy 90033;11210;21;Современный;3;100;E27;230;;;;;;;;;3;300;100 Вт;E27;230;;IP20;I;;;;;46;;110;;;;;;;хром;белый, неокрашенный;металл;хрусталь;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;90043;Eglo;Австрия;Scalea 1;Настенно-потолочный светильник Eglo Scalea 1 90043;872;0;Классика;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;31,5;10;;;;;;;;серебряный;белый с рисунком;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;90044;Eglo;Австрия;Scalea 1;Настенно-потолочный светильник Eglo Scalea 1 90044;1505;0;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;34;34;;9;;;;;;;;серебряный;белый с рисунком;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;90045;Eglo;Австрия;Scalea 1;Настенно-потолочный светильник Eglo Scalea 1 90045;1965;37;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;41;41;;10;;;;;;;;серебряный;белый с рисунком;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;90048;Eglo;Австрия;Amadora;Подвесной светильник Eglo Amadora 90048;4580;458;Современный;3;60;E27;230;;;;;;;;;3;180;60 Вт;E27;230;;IP20;I;;;72;10,5;;;110;;;;;;;никель;белый с рисунком;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;90049;Eglo;Австрия;Amadora;Настенный светильник Eglo Amadora 90049;1370;351;Современный;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;IP20;I;;;;18;;7,5;25;;;;;;;никель;белый с рисунком;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;90051;Eglo;Австрия;Amadora;Настольная лампа Eglo Amadora 90051;2030;64;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;12;11;;46;;;;;;;никель;белый с рисунком;металл;стекло;;;;;;;;;;;Eglo;;310
Торшеры напольные;90052;Eglo;Австрия;Amadora;Торшер Eglo Amadora 90052;3562;71;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;19,5;11;;153;;;;;;ножной выключатель;никель;белый с рисунком;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Встраиваемые;90054;Eglo;Австрия;Terni;Встраиваемый светильник Eglo Terni 90054;1316;3;Современный;1;35;GU10;230;;;;;;;;;1;35;35 Вт;GU10;230;да;IP20;II;;;9,5;9,5;;;;;;9,5;8,5x8,5;;;алюминий;неокрашенный;металл;стекло;;;;;;;да;да;;;Eglo;;310
Светильники>>Встраиваемые;90057;Eglo;Австрия;Spezia 1;Встраиваемый светильник Eglo Spezia 1 90057;1010;0;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;IP20;II;;;;;11;;;;;0,75;10;;;белый;белый;металл;металл;;;;;;;да;да;;;Eglo;;310
Светильники>>Встраиваемые;90058;Eglo;Австрия;Spezia 1;Встраиваемый светильник Eglo Spezia 1 90058;1010;17;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;IP20;II;;;;;11;;;;;0,75;10;;;никель;;металл;металл;;;;;;;да;да;;;Eglo;;310
Светильники>>Подвесные;90073;Eglo;Австрия;Almera 1;Подвесной светильник Eglo Almera 1 90073;2744;51;Классика;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;11;;110;;;;;;;никель;серый с рисунком;металл;стекло;;;;;;;;;;;Eglo;;310
Люстры>>Подвесные;90083;Eglo;Австрия;Cala;Подвесная люстра Eglo Cala 90083;15828;0;Классика;6;60;E27;230;;;;;;;;;6;360;60 Вт;E27;230;;IP20;I;;;;;90,5;;110;;;;;;;золотой, серебряный;белый;металл;стекло;;;;;;;;;;;Eglo;;310
