Категория;Артикул фабрики;Название фабрики;Страна происхождения;Серия;Наименование;Цена;Остатки;Стиль;Кол-во ламп_1;Макс.мощность_1;Тип цоколя_1;Напряжение_1;Кол-во ламп_2;Макс.мощность_2;Тип цоколя_2;Напряжение_2;Кол-во ламп_3;Макс.мощность_3;Тип цоколя_3;Напряжение_3;Количество лампочек (цоколей)_вычисляемое;Общая мощность_вычисляемая;Максимальная мощность 1-ой лампочки_собираемая;Тип цоколя_собираемый;Напряжение_собираемое;Наличие лампочек в комплекте;Степень пыле-влагозащиты (IP);Класс защиты от эл. тока;Вес брутто(кг);Объем (м3);Длина (см);Ширина (см);Диаметр (см);Выступ (см);Высота (см);МАКС высота (см);МИН высота (см);Глубина врезного отверстия;Размер врезного отверстия;Диаметр абажура (см);Дополнительные функции;Цвет каркаса;Цвет плафона/абажура;Материал каркаса;Материал плафона/абажура;Тип хрусталя;Хрусталь;Кованый;Флористика;Детский;Светодиодный;Точечный;Подсветка предметов;На солнечных батареях;Примечание;Поставщик;Внутренний код;Сортировка
Уличные светильники>>Потолочные;A1826PF-2BK;ArteLamp;Италия;LANTERNS;Потолочный уличный светильник ArteLamp LANTERNS A1826PF-2BK;2160;4;Современный;2;60;E27;;;;;;;;;;2;120;60 Вт;E27;;;IP44;;2,494;0,023;;;30;;25;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Потолочные;A1826PF-2WH;ArteLamp;Италия;LANTERNS;Потолочный уличный светильник ArteLamp LANTERNS A1826PF-2WH;1350;26;Современный;2;60;E27;;;;;;;;;;2;120;60 Вт;E27;;;IP44;;2,494;0,023;;;30;;25;;;;;;;белый;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Потолочные;A1826PF-2BG;ArteLamp;Италия;LANTERNS;Потолочный уличный светильник ArteLamp LANTERNS A1826PF-2BG;1350;87;Современный;2;60;E27;;;;;;;;;;2;120;60 Вт;E27;;;IP44;;2,494;0,023;;;30;;25;;;;;;;старая медь;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Потолочные;A1826PF-2BN;ArteLamp;Италия;LANTERNS;Потолочный уличный светильник ArteLamp LANTERNS A1826PF-2BN;2160;187;Современный;2;60;E27;;;;;;;;;;2;120;60 Вт;E27;;;IP44;;2,494;0,023;;;30;;25;;;;;;;черно-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Потолочные;A1826PF-2WG;ArteLamp;Италия;LANTERNS;Потолочный уличный светильник ArteLamp LANTERNS A1826PF-2WG;2160;140;Современный;2;60;E27;;;;;;;;;;2;120;60 Вт;E27;;;IP44;;2,494;0,023;;;30;;25;;;;;;;бело-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Потолочные;A1826PF-2BS;ArteLamp;Италия;LANTERNS;Потолочный уличный светильник ArteLamp LANTERNS A1826PF-2BS;1350;60;Современный;2;60;E27;;;;;;;;;;2;120;60 Вт;E27;;;IP44;;2,494;0,023;;;30;;25;;;;;;;черное серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Потолочные;A2047PF-1BK;ArteLamp;Италия;LANTERNS;Потолочный уличный светильник ArteLamp LANTERNS A2047PF-1BK;940;138;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP54;;1,533;0,007;30;20;;;10;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Потолочные;A2047PF-1WH;ArteLamp;Италия;LANTERNS;Потолочный уличный светильник ArteLamp LANTERNS A2047PF-1WH;940;65;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP54;;1,533;0,007;30;20;;;10;;;;;;;белый;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Потолочные;A2047PF-1GY;ArteLamp;Италия;LANTERNS;Потолочный уличный светильник ArteLamp LANTERNS A2047PF-1GY;810;0;Современный;1;100;E27;;;;;;;;;;1;100;100 Вт;E27;;;IP54;;1,533;0,007;30;20;;;10;;;;;;;серый;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные светильники>>Настенные;A2047AL-1BK;ArteLamp;Италия;LANTERNS;Настенный уличный светильник ArteLamp LANTERNS A2047AL-1BK;940;202;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP54;;1,218;0,009;;20;;30;22;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A2047PA-2BK;ArteLamp;Италия;LANTERNS;Уличный фонарь ArteLamp LANTERNS A2047PA-2BK;4040;52;Современный;2;60;E27;;;;;;;;;;2;120;60 Вт;E27;;;IP54;;3,925;0,052;50;20;;;100;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A2047PA-1BK;ArteLamp;Италия;LANTERNS;Уличный фонарь ArteLamp LANTERNS A2047PA-1BK;2690;100;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;IP54;;2,82;0,052;25;20;;;100;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Бра настенные;A8880AP-1BK;ArteLamp;Италия;WAVERLEY;Бра ArteLamp WAVERLEY A8880AP-1BK;2240;380;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;;0,0109;;20;;26;35;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Настольные лампы;A8880LT-1BK;ArteLamp;Италия;WAVERLEY;Настольная лампа ArteLamp WAVERLEY A8880LT-1BK;2500;786;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;;0,0178;20;20;;;45;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Торшеры напольные;A8880PN-1BK;ArteLamp;Италия;WAVERLEY;Торшер ArteLamp WAVERLEY A8880PN-1BK;6730;397;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;;;;0,0495;35;35;;;147;;;;;;;черный;белый;;;;;;;;;;;;;ArteLamp;;140
Торшеры напольные;A1038PN-1BR;ArteLamp;Италия;WOODS;Торшер ArteLamp WOODS A1038PN-1BR;6570;94;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;3,25;0,0701;;;40;;150;;;;;;;коричневый;белый;;;;;;;;;;;;дерево;ArteLamp;;140
Торшеры напольные;A1038PN-1BK;ArteLamp;Италия;WOODS;Торшер ArteLamp WOODS A1038PN-1BK;6570;93;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;3,25;0,0701;;;40;;150;;;;;;;черный;белый;;;;;;;;;;;;дерево;ArteLamp;;140
Настольные лампы;A1038LT-1BR;ArteLamp;Италия;WOODS;Настольная лампа ArteLamp WOODS A1038LT-1BR;3050;52;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;1,62;0,0416;;;30;;56;;;;;;;коричневый;белый;;;;;;;;;;;;дерево;ArteLamp;;140
Настольные лампы;A1038LT-1BK;ArteLamp;Италия;WOODS;Настольная лампа ArteLamp WOODS A1038LT-1BK;3050;22;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;1,62;0,0416;;;30;;56;;;;;;;черный;белый;;;;;;;;;;;;дерево;ArteLamp;;140
Бра настенные;A1038AP-1BR;ArteLamp;Италия;WOODS;Бра ArteLamp WOODS A1038AP-1BR;2360;41;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;0,92;0,0134;;18;;23;32;;;;;;;коричневый;белый;;;;;;;;;;;;дерево;ArteLamp;;140
Бра настенные;A1038AP-1BK;ArteLamp;Италия;WOODS;Бра ArteLamp WOODS A1038AP-1BK;2360;0;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;0,92;0,0134;;18;;23;32;;;;;;;черный;белый;;;;;;;;;;;;дерево;ArteLamp;;140
Светильники>>Встраиваемые;A5440PL-3SS;ArteLamp;Италия;AQUA;Встраиваемый светильник ArteLamp AQUA A5440PL-3SS;1700;355;Современный;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP44;;0,94;0,0039;;;8,2;;;;;13;7,7;;;матовое серебро;белый;;;;;;;;;да;;;3 шт. в комплекте;ArteLamp;;140
Светильники>>Встраиваемые;A5440PL-3CC;ArteLamp;Италия;AQUA;Встраиваемый светильник ArteLamp AQUA A5440PL-3CC;1700;374;Современный;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP44;;0,94;0,0039;;;8,2;;;;;13;7,7;;;хром;белый;;;;;;;;;да;;;3 шт. в комплекте;ArteLamp;;140
Светильники>>Встраиваемые;A5440PL-3AB;ArteLamp;Италия;AQUA;Встраиваемый светильник ArteLamp AQUA A5440PL-3AB;1700;250;Современный;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP44;;0,94;0,0039;;;8,2;;;;;13;7,7;;;античная бронза;белый;;;;;;;;;да;;;3 шт. в комплекте;ArteLamp;;140
Светильники>>Встраиваемые;A5440PL-3WH;ArteLamp;Италия;AQUA;Встраиваемый светильник ArteLamp AQUA A5440PL-3WH;1580;306;Современный;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP44;;0,94;0,0039;;;8,2;;;;;13;7,7;;;белый;белый;;;;;;;;;да;;;3 шт. в комплекте;ArteLamp;;140
Светильники>>Встраиваемые;A5444PL-3SS;ArteLamp;Италия;AQUA;Встраиваемый светильник ArteLamp AQUA A5444PL-3SS;1800;198;Современный;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP44;;1,04;0,0039;;;8,2;;;;;13;7,7;;;матовое серебро;белый;;;;;;;;;да;;;3 шт. в комплекте;ArteLamp;;140
Светильники>>Встраиваемые;A5444PL-3CC;ArteLamp;Италия;AQUA;Встраиваемый светильник ArteLamp AQUA A5444PL-3CC;1800;389;Современный;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP44;;1,04;0,0039;;;8,2;;;;;13;7,7;;;хром;белый;;;;;;;;;да;;;3 шт. в комплекте;ArteLamp;;140
Светильники>>Встраиваемые;A5444PL-3AB;ArteLamp;Италия;AQUA;Встраиваемый светильник ArteLamp AQUA A5444PL-3AB;1800;408;Современный;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP44;;1,04;0,0039;;;8,2;;;;;13;7,7;;;античная бронза;белый;;;;;;;;;да;;;3 шт. в комплекте;ArteLamp;;140
Светильники>>Встраиваемые;A5444PL-3WH;ArteLamp;Италия;AQUA;Встраиваемый светильник ArteLamp AQUA A5444PL-3WH;1700;289;Современный;1;50;GU10;;;;;;;;;;1;50;50 Вт;GU10;;да;IP44;;1,04;0,0039;;;8,2;;;;;13;7,7;;;белый;белый;;;;;;;;;да;;;3 шт. в комплекте;ArteLamp;;140
Бра настенные;A1295AP-1BK;ArteLamp;Италия;FUJI;Бра ArteLamp FUJI A1295AP-1BK;2150;156;Современный;1;60;E14;;;;;;;;;;1;60;60 Вт;E14;;;;;0,171;0,0135;;20;;22;30;;;;;;;черный;белый;;;;;;;;;;;;дерево - венге;ArteLamp;;140
Настольные лампы;A4021LT-1GO;ArteLamp;Италия;WHITE HALL;Настольная лампа ArteLamp WHITE HALL A4021LT-1GO;3170;251;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;1,8;0,0158;27;18;;;46;;;;;;;золото;белый;;;;;;;;;;;;;ArteLamp;;140
Торшеры напольные;A4021PN-1GO;ArteLamp;Италия;WHITE HALL;Торшер ArteLamp WHITE HALL A4021PN-1GO;4620;51;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;4,7;0,0764;41;27;;;160;;;;;;;золото;белый;;;;;;;;;;;;;ArteLamp;;140
Настольные лампы;A4011LT-1CC;ArteLamp;Италия;TURANDOT;Настольная лампа ArteLamp TURANDOT A4011LT-1CC;2800;63;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;;0,0239;27;18;;;56;;;;;;;хром;черный;;;;;;;;;;;;;ArteLamp;;140
Торшеры напольные;A4011PN-1CC;ArteLamp;Италия;TURANDOT;Торшер ArteLamp TURANDOT A4011PN-1CC;4680;82;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;;0,0356;41;27;;;160;;;;;;;хром;черный;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Потолочные;A9366PL-2SS;ArteLamp;Италия;AMERICAN DINER;Потолочный светильник ArteLamp AMERICAN DINER A9366PL-2SS;1750;172;Современный;2;60;E14;;;;;;;;;;2;120;60 Вт;E14;;;;;;0,0228;;;30;;15;;;;;;;матовое серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Бра настенные;A9366AP-2AB;ArteLamp;Италия;AMERICAN DINER;Бра ArteLamp AMERICAN DINER A9366AP-2AB;2130;230;Современный;2;60;E27;;;;;;;;;;2;120;60 Вт;E27;;;;;;0,0157;;20;;25;21;;;;;;шнуровой выключатель;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Потолочные;A9366PL-2AB;ArteLamp;Италия;AMERICAN DINER;Потолочный светильник ArteLamp AMERICAN DINER A9366PL-2AB;1750;609;Современный;2;60;E14;;;;;;;;;;2;120;60 Вт;E14;;;;;;0,0228;;;30;;15;;;;;;;античная бронза;;;;;;;;;;;;;;ArteLamp;;140
Настольные лампы;A9310LT-1WG;ArteLamp;Италия;ORLEAN;Настольная лампа ArteLamp ORLEAN A9310LT-1WG;2140;133;Классика;1;40;E27;;;;;;;;;;1;40;40 Вт;E27;;;;;1,61;0,0228;;;16;;45;;;;;;;бело-золотой;белый;;;;;;;;;;;;;ArteLamp;;140
Настольные лампы;A8390LT-1AB;ArteLamp;Италия;ZANZIBAR;Настольная лампа ArteLamp ZANZIBAR A8390LT-1AB;3940;315;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;3,1;0,0436;;;28;;38;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Настольные лампы;A3168LT-1AB;ArteLamp;Италия;RAINDROP;Настольная лампа ArteLamp RAINDROP A3168LT-1AB;4540;208;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;;;;0,018;;;20;;38;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Торшеры напольные;A3579PN-3AB;ArteLamp;Италия;ALICE;Торшер ArteLamp ALICE A3579PN-3AB;10590;2;Классика;3;40;E14;;;;;;;;;;3;120;40 Вт;E14;;;;;6,28;0,1302;;;45;;165;;;;;;;античная бронза;розовый;;;;;;;;;;;;;ArteLamp;;140
Настольные лампы;A3579LT-3AB;ArteLamp;Италия;ALICE;Настольная лампа ArteLamp ALICE A3579LT-3AB;6610;295;Классика;3;40;E14;;;;;;;;;;3;120;40 Вт;E14;;;;;4,15;0,071;;;35;;55;;;;;;;античная бронза;розовый;;;;;;;;;;;;;ArteLamp;;140
Торшеры напольные;A3583PN-1AB;ArteLamp;Италия;ADAGIO;Торшер ArteLamp ADAGIO A3583PN-1AB;5060;0;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;10,5;0,0701;;;40;;180;;;;;;;античная бронза;желтый;;;;;;;;;;;;;ArteLamp;;140
Уличные фонари;A1114FN-1BK;ArteLamp;Италия;BELGRADE;Уличный фонарь ArteLamp BELGRADE A1114FN-1BK;313;1437;Классика;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP44;;;;;21;;;43;;;;;;;черный;черный;;;;;;;;;;;;материал - пластик. Не подвержен коррозии или внешним изменениям со временем в отличие от металлических аналогов;ArteLamp;;140
Уличные фонари;A1214FN-1BK;ArteLamp;Италия;BELGRADE;Уличный фонарь ArteLamp BELGRADE A1214FN-1BK;313;7;Классика;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP44;;;;;19;;;43;;;;;;;черный;черный;;;;;;;;;;;;материал - пластик. Не подвержен коррозии или внешним изменениям со временем в отличие от металлических аналогов;ArteLamp;;140
Уличные светильники>>Настенные;A1112AL-1BK;ArteLamp;Италия;BELGRADE;Настенный уличный светильник ArteLamp BELGRADE A1112AL-1BK;313;3662;Классика;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP44;;;;;25;;21;35;;;;;;;черный;черный;;;;;;;;;;;;материал - пластик. Не подвержен коррозии или внешним изменениям со временем в отличие от металлических аналогов;ArteLamp;;140
Уличные светильники>>Настенные;A1211AL-1BK;ArteLamp;Италия;BELGRADE;Настенный уличный светильник ArteLamp BELGRADE A1211AL-1BK;313;4142;Классика;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP44;;;;;25;;19;34;;;;;;;черный;черный;;;;;;;;;;;;материал - пластик. Не подвержен коррозии или внешним изменениям со временем в отличие от металлических аналогов;ArteLamp;;140
Уличные светильники>>Подвесные;A1115SO-1BK;ArteLamp;Италия;BELGRADE;Подвесной уличный светильник ArteLamp BELGRADE A1115SO-1BK;358;1434;Классика;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP44;;;;;21;;;;66;23;;;;;черный;черный;;;;;;;;;;;;материал - пластик. Не подвержен коррозии или внешним изменениям со временем в отличие от металлических аналогов;ArteLamp;;140
Уличные светильники>>Подвесные;A1215SO-1BK;ArteLamp;Италия;BELGRADE;Подвесной уличный светильник ArteLamp BELGRADE A1215SO-1BK;358;895;Классика;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP44;;;;;19;;;;74;31;;;;;черный;черный;;;;;;;;;;;;материал - пластик. Не подвержен коррозии или внешним изменениям со временем в отличие от металлических аналогов;ArteLamp;;140
Люстры>>Подвесные;A1029LM-5AB;ArteLamp;Италия;ANTWERP;Подвесная люстра ArteLamp ANTWERP A1029LM-5AB;6610;27;Классика;5;40;E14;;;;;;;;;;5;200;40 Вт;E14;;;;;;;;;50;;40;;;;;;;античная бронза;;;;;;;;;;;;;"крепление ""под крюк"" с дополнительной скобой в комплекте, длина цепи 90 см";ArteLamp;;140
Люстры>>Подвесные;A1029LM-5WC;ArteLamp;Италия;ANTWERP;Подвесная люстра ArteLamp ANTWERP A1029LM-5WC;5940;0;Классика;5;40;E14;;;;;;;;;;5;200;40 Вт;E14;;;;;;;;;50;;40;;;;;;;кремовый, белый;;;;;;;;;;;;;"крепление ""под крюк"" с дополнительной скобой в комплекте, длина цепи 90 см";ArteLamp;;140
Люстры>>Подвесные;A1029LM-8-4AB;ArteLamp;Италия;ANTWERP;Подвесная люстра ArteLamp ANTWERP A1029LM-8-4AB;13430;0;Классика;12;40;E14;;;;;;;;;;12;480;40 Вт;E14;;;;;;;;;68;;46;;;;;;;античная бронза;;;;;;;;;;;;;"крепление ""под крюк"" с дополнительной скобой в комплекте, длина цепи 90 см";ArteLamp;;140
Люстры>>Подвесные;A1029LM-8-4WC;ArteLamp;Италия;ANTWERP;Подвесная люстра ArteLamp ANTWERP A1029LM-8-4WC;12690;0;Классика;12;40;E14;;;;;;;;;;12;480;40 Вт;E14;;;;;;;;;68;;46;;;;;;;кремовый, белый;;;;;;;;;;;;;"крепление ""под крюк"" с дополнительной скобой в комплекте, длина цепи 90 см";ArteLamp;;140
Люстры>>Подвесные;A1029LM-8AB;ArteLamp;Италия;ANTWERP;Подвесная люстра ArteLamp ANTWERP A1029LM-8AB;8640;19;Классика;8;40;E14;;;;;;;;;;8;320;40 Вт;E14;;;;;;;;;68;;40;;;;;;;античная бронза;;;;;;;;;;;;;"крепление ""под крюк"" с дополнительной скобой в комплекте, длина цепи 90 см";ArteLamp;;140
Люстры>>Подвесные;A1029LM-8WC;ArteLamp;Италия;ANTWERP;Подвесная люстра ArteLamp ANTWERP A1029LM-8WC;7830;0;Классика;8;40;E14;;;;;;;;;;8;320;40 Вт;E14;;;;;;;;;68;;40;;;;;;;кремовый, белый;;;;;;;;;;;;;"крепление ""под крюк"" с дополнительной скобой в комплекте, длина цепи 90 см";ArteLamp;;140
Бра настенные;A1030AP-1CC;ArteLamp;Италия;FLEMISH;Бра ArteLamp FLEMISH A1030AP-1CC;2560;56;Классика;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;;;;16;;28;36;;;;;;;хром;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A1030LM-5CC;ArteLamp;Италия;FLEMISH;Подвесная люстра ArteLamp FLEMISH A1030LM-5CC;9310;71;Классика;5;40;E14;;;;;;;;;;5;200;40 Вт;E14;;;;;;;;;71;;48;;;;;;;хром;белый;;;;;;;;;;;;"крепление ""под крюк"" с дополнительной скобой в комплекте, длина цепи 72 см";ArteLamp;;140
